ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
Q050,2,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q051,3,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q052,10,0,7,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q054,594,2,421,13,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1030
Q055,9,4,9,16,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",38
Q056,15,4,13,26,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",58
Q057,14,6,14,38,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",72
Q058,6,0,3,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q059,3087,753,3886,7305,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",15031
Q060,3,1,5,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q061,5,2,16,20,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",43
Q062,4,0,5,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q063,0,0,5,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q064,2,1,6,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q068,10,3,22,29,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",64
Q069,55,17,52,91,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",215
Q070,795,261,1039,1596,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3691
Q0701,0,0,3,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3
Q078,26,6,29,49,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",110
Q079,453,188,305,821,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1767
Q100,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q103,7,0,15,22,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",44
Q105,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q111,1,1,66,66,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",134
Q112,4,1,50,53,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",108
Q120,2,0,28,30,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",60
Q123,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q124,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q128,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q130,2,1,28,29,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",60
Q131,1,0,2,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q132,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q134,3,0,14,17,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",34
Q138,2,0,5,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",14
Q141,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q142,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q143,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q148,1,1,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q150,2,0,24,26,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",52
Q158,7,3,12,16,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",38
Q159,5,1,28,34,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",68
Q161,1,0,5,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q164,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q165,1,1,0,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q169,0,0,9,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q171,1,0,4,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q172,1,0,22,23,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",46
Q173,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q174,0,0,19,19,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",38
Q175,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q178,0,0,4,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q179,0,0,32,32,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",64
Q180,6,2,30,35,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",73
Q181,1,0,3,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q182,12,4,3,11,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",30
Q183,0,0,6,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q184,1,0,17,18,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",36
Q185,3,2,15,16,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",36
Q186,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q188,2,1,31,32,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",66
Q189,23,8,185,205,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",421
Q200,758,173,287,915,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2133
Q201,623,135,765,1265,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2788
Q202,23,3,16,36,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",78
Q203,1579,353,567,1831,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4330
Q2031,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q204,504,60,294,752,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1610
Q205,21,2,35,54,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",112
Q206,12,0,13,25,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",50
Q208,361,159,202,410,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1132
Q209,3,0,6,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",19
Q210,2412,262,4331,6623,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",13628
Q2101,0,0,2,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q211,3560,221,5224,8648,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",17653
Q2111,0,0,3,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3
Q212,1166,219,1372,2372,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",5129
Q213,3265,670,1966,4692,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10593
Q2131,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q214,42,5,51,89,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",187
Q218,302,102,151,354,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",909
Q219,134,15,180,559,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",888
Q220,74,32,93,136,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",335
Q221,70,18,102,155,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",345
Q222,11,0,17,29,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",57
Q223,45,7,107,148,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",307
Q2231,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q224,434,78,221,590,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1323
Q2241,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q225,925,220,244,970,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2359
Q226,199,83,148,269,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",699
Q228,65,9,115,173,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",362
Q229,64,13,59,126,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",262
Q230,905,247,586,1260,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2998
Q231,2302,310,2934,4950,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10496
Q2311,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q232,117,25,242,334,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",718
Q233,153,21,158,292,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",624
Q234,6413,2648,1609,5526,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16196
Q2341,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q238,25,4,27,48,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",104
Q239,370,60,272,620,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1322
Q240,151,14,337,478,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",980
Q241,3,0,7,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q242,25,7,28,48,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",108
Q243,6,2,7,11,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",26
Q244,302,55,264,519,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1140
Q245,3073,1012,2491,4612,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",11188
Q2451,0,0,6,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q246,317,86,152,390,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",945
Q248,1785,464,1242,2587,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6078
Q249,20818,9058,9488,27519,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",66883
Q2491,0,0,11,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",11
Q250,998,83,3300,4265,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8646
Q251,909,274,1822,2522,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",5527
Q2511,0,0,2,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q252,9,2,19,26,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",56
Q253,302,91,245,462,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1100
Q254,421,139,805,1137,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2502
Q255,829,272,1496,2086,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4683
Q256,720,160,1097,1678,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3655
Q257,228,48,400,587,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1263
Q258,15,1,42,57,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",115
Q259,5,3,11,16,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",35
Q260,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q261,1,0,11,12,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",24
Q262,429,130,446,819,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1824
Q263,75,25,107,162,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",369
Q264,189,57,231,380,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",857
Q265,9,3,20,26,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",58
Q266,4,0,2,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q268,131,32,173,277,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",613
Q269,59,20,130,185,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",394
Q2691,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q270,5,1,65,69,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",140
Q271,6,1,10,15,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",32
Q272,7,1,4,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",22
Q273,5236,604,4366,9148,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",19354
Q2731,0,0,6,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q274,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q278,96,18,172,288,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",574
Q279,1000,140,627,1520,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3287
Q2791,0,0,2,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q280,30,10,10,31,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",81
Q281,15,2,15,28,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",60
Q282,1432,407,825,5211,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",7875
Q283,715,188,328,977,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2208
Q2831,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q288,89,41,78,126,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",334
Q289,76,52,67,136,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",331
Q300,33,9,136,165,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",343
Q301,5,1,24,28,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",58
Q302,0,0,5,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q308,4,2,10,12,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",28
Q309,6,1,17,23,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",47
Q310,13,7,11,17,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",48
Q311,48,5,51,95,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",199
Q312,4,0,4,8,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q313,10,2,10,18,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",40
Q315,169,34,258,395,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",856
Q318,95,35,56,118,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",304
Q319,17,3,22,37,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",79
Q320,105,28,139,217,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",489
Q321,510,237,250,544,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1541
Q322,27,6,70,92,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",195
Q323,4,1,11,14,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",30
Q324,43,5,36,73,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",157
Q330,119,29,85,177,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",410
Q331,0,0,4,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",9
Q332,30,4,34,60,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",128
Q333,173,51,199,326,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",749
Q334,57,11,15,61,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",144
Q336,6744,7400,9994,9464,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",33602
Q338,37,10,30,57,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",134
Q339,473,139,408,800,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1820
Q340,1,0,9,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q341,1,0,4,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q348,126,43,60,143,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",372
Q349,168,52,161,303,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",684
Q351,2,0,0,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q353,1,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q355,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q357,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q359,78,9,475,1082,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1644
Q360,0,1,8,45,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",54
Q361,3,0,2,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q369,5,3,94,595,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",697
Q371,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q378,3,1,40,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",48
Q379,39,1,529,69,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",638
Q381,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q382,37,5,92,126,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",260
Q383,4,0,10,14,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",28
Q385,4,0,13,17,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",34
Q386,10,2,13,21,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",46
Q387,4,0,6,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q388,53,6,40,93,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",192
Q390,174,37,549,806,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1566
Q391,46,8,116,49,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",219
Q392,114,19,229,443,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",805
Q393,20,5,28,43,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",96
Q394,16,0,28,44,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",88
Q395,7,1,4,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",22
Q396,408,44,301,672,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1425
Q398,37,5,41,73,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",156
Q399,61,8,84,141,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",294
Q400,37,5,36,69,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",147
Q401,21,2,26,45,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",94
Q402,14,2,41,54,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",111
Q403,34,5,53,82,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",174
Q408,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q409,1,1,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3
Q410,66,14,246,303,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",629
Q411,39,5,70,105,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",219
Q412,30,8,46,70,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",154
Q418,2,0,1,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",7
